timestamp,method,chosen_path,path_a_bytes,path_b_bytes,path_switches
22:54:38,round_robin,B,12466532.029792428,4349154.804722074,13
22:54:41,round_robin,A,13087371.574189918,4489835.918885396,14
22:54:43,round_robin,B,13810633.556517204,4694214.055659943,15
22:54:45,round_robin,A,14848590.277558489,4626647.992927548,16
22:54:48,round_robin,B,14172025.192058882,4773044.930028574,17
22:54:50,round_robin,A,13196828.300545277,4405289.105592479,18
22:54:53,round_robin,B,12526385.93039329,4346498.223931792,19
22:54:55,round_robin,A,14287173.518981092,4845050.929907427,20
22:54:57,round_robin,B,13982070.629116604,4826730.497618121,21
22:55:00,round_robin,A,14162597.792568354,4545821.50312351,22
22:55:02,round_robin,B,14430188.8998515,4545216.559901457,23
22:58:56,round_robin,A,0,0,0
22:58:59,round_robin,B,14457804.007969769,4977650.196210108,1
22:59:01,round_robin,A,13920767.594408723,4432869.80415392,2
22:59:03,round_robin,B,14940499.51969684,4585473.302291713,3
22:59:06,round_robin,A,13451608.234750194,5058082.982086678,4
22:59:08,round_robin,B,14664246.66825301,4626715.262503878,5
22:59:10,round_robin,A,14737238.878061302,4680884.096620375,6
22:59:13,round_robin,B,14167503.094313469,4470114.253354901,7
22:59:15,round_robin,A,13189653.520095712,4310811.984407985,8
22:59:17,round_robin,B,13695074.197462818,4343789.9053114,9
22:59:20,round_robin,A,13505599.990978595,4373923.025573345,10
22:59:22,round_robin,B,13295291.278215945,4195483.827395397,11
22:59:24,round_robin,A,13500168.299654815,4164971.0907496973,12
22:59:27,round_robin,B,15513008.878779791,5427882.998249365,13
22:59:29,round_robin,A,14128067.508564077,4857630.816153475,14
22:59:32,round_robin,B,12592324.574066343,4312109.976647417,15
22:59:34,round_robin,A,14350362.099739444,4692045.85243546,16
22:59:36,round_robin,B,14656688.587564047,4563137.154871596,17
22:59:39,round_robin,A,14077887.187653536,4522432.119645683,18
22:59:41,round_robin,B,14202444.347306341,4561961.520637918,19
22:59:43,round_robin,A,13670052.077521458,4561356.974936958,20
22:59:46,round_robin,B,13544050.328663457,4109740.331835118,21
22:59:48,round_robin,A,14193879.90945909,4386648.389163044,22
22:59:50,round_robin,B,12947996.843582675,4385573.087730844,23
22:59:53,round_robin,A,12741480.98184183,4370852.900556975,24
22:59:55,round_robin,B,13328594.020472163,4573326.464429901,25
